id,accommodates,latitude,longitude,kmeans_cluster,sub_cluster
A53171191,4,33.73188400268555,-118.3031997680664,20,20
A53171667,6,34.14968,-118.58861,28,28
A53175331,2,33.97087,-118.36518,25,25_1
A53175448,2,33.9706,-118.36523,25,25_1
A53184356,8,34.0244,-117.79241,11,11
A53079771,5,34.14882,-118.44827,19,19
A53082801,2,34.02096,-118.29939,27,27
A53083397,4,34.07581,-118.38948,0,0_1
A53083622,2,34.17693,-118.38655,7,7
A53083973,10,33.85792,-118.04719,34,34
A53186636,2,33.93076,-118.36007,25,25_0
A53187920,2,34.05288,-118.32913,27,27
A53188846,16,34.10266,-117.84105,24,24
A53189143,2,34.06964,-118.26551,9,9_4
A53189144,4,34.04752,-118.08877,22,22
A53189147,2,34.04576,-118.09089,22,22
A53189936,6,34.07559,-118.39246,0,0_1
A53191326,2,34.01469,-118.42417,4,4
A53191758,4,34.081257,-118.110123,22,22
A53192213,1,33.99646,-117.79103,11,11
A53192321,9,33.97889,-118.24694,18,18
A53087404,4,34.04468,-118.26354,9,9_5
A53087455,8,34.15322,-118.57883,28,28
A53091740,5,34.0596,-118.29962,9,9_2
A53091759,2,34.03106,-118.37701,0,0_2
A53277755,5,34.1149,-118.32481,21,21_3
A53280729,8,34.4186,-118.446,14,14
A53281165,2,34.14146,-118.14323,31,31
A53281391,2,34.0422,-118.26214,9,9_5
A53281874,6,34.08124,-118.34031,21,21_2
A53281948,5,33.92086726231767,-118.213837115762,18,18
A53282314,4,34.17622,-118.44676,19,19
A53286728,2,34.13714,-118.34153,7,7
A53289174,5,34.21669,-118.23424,12,12
A53092755,4,33.97299,-118.46093,17,17_2
A53092811,2,34.19229,-118.29858,7,7
A53194588,3,34.04799,-118.09025,22,22
A53197380,2,34.05627,-118.4055,0,0_1
A53199520,2,34.05239,-118.32931,27,27
A53202305,2,33.992393,-118.45974,17,17_1
A53202840,1,33.90362,-118.36737,25,25_0
A53203259,6,33.91235,-118.37865,25,25_0
A53203474,8,33.73769,-118.3963,20,20
A53204618,4,34.14937,-118.12961,31,31
A53205371,10,34.17982,-118.62706,28,28
A53206073,6,34.14855,-118.79054,8,8
A53213682,2,34.04836014753131,-118.2502283900522,9,9_0
A53099262,8,34.17507,-118.51253,3,3
A53100328,8,34.12355,-118.32029,21,21_3
A53291777,1,34.24785,-118.54391,3,3
A53292686,4,34.18704,-118.41625,19,19
A53293006,10,34.07066345214844,-118.37822723388672,0,0_3
A53293648,2,34.00303,-118.33734,27,27
A53294041,2,34.0627,-118.2446,9,9_0
A53294174,5,34.08422,-118.25444,9,9_4
A53297330,6,34.05133,-118.38222,0,0_2
A53297389,4,34.03556,-118.34481,27,27
A53298176,2,34.10645,-118.31532,21,21_3
A53299316,6,34.1382,-118.0266,1,1
A53102141,4,33.95323,-118.34583,25,25_1
A53104350,2,34.05224,-118.26198,9,9_5
A53104820,6,33.74583417712781,-118.1213001931494,2,2
A53108123,4,34.72071,-118.02309,32,32
A53299662,4,34.09038,-118.03791,1,1
A53300366,6,33.98443,-117.87689,15,15
A53302937,2,33.9941,-118.46684,17,17_1
A53303493,2,34.10439,-118.31538,21,21_1
A53305287,2,34.04663,-118.24991,9,9_0
A53306077,1,34.68158,-118.24184,32,32
A53307761,1,34.06006,-118.29289,9,9_2
A53312252,8,34.15482,-118.40045,19,19
A53312253,2,34.10414,-118.34144,21,21_3
A53312405,6,34.18971,-118.63469,28,28
A53314086,3,34.042,-118.25615,9,9_5
A53214095,2,33.86563,-118.33953,13,13
A53215522,6,33.72887,-118.31268,20,20
A53218114,2,34.00481,-118.43699,4,4
A53218359,2,34.11846,-118.63225,16,16
A53218381,6,33.9469,-118.32256,25,25_3
A53220825,10,34.67171,-118.09541,32,32
A53221345,1,34.20689,-118.62205,28,28
A53221722,2,34.05986,-117.86533,24,24
A53221846,2,34.03699,-118.46931,29,29_0
A53222538,8,34.034488999857786,-118.72256297618152,30,30
A53108277,2,34.72195,-118.02532,32,32
A53110692,4,33.91345,-118.20644,18,18
A53111069,4,34.15494,-118.13387,31,31
A53325748,6,33.88609,-118.11142,34,34
A53326333,2,33.99234,-117.884842,15,15
A53328800,3,33.96342,-118.37496,25,25_1
A53330569,2,33.95617,-118.3242,25,25_3
A53330571,8,33.91235,-118.36701,25,25_0
A53331035,2,33.9913,-118.47697,17,17_1
A53339686,5,33.95735,-118.43674,4,4
A53340386,2,34.10677,-117.74643,11,11
A53111977,2,34.08699,-118.26826,9,9_1
A53112102,2,33.86178,-118.40179,13,13
A53112315,2,34.03932,-118.37654,0,0_2
A53112481,2,33.86173,-118.40167,13,13
A53112801,2,33.86141,-118.39998,13,13
A53113101,12,34.08524,-118.42064,29,29_1
A53113125,4,33.91802,-118.35454,25,25_0
A53113600,4,34.063885,-118.410301,0,0_1
A53222832,1,33.84863,-118.39065,13,13
A53227213,2,34.01337,-117.97346,33,33
A53230633,2,34.20252,-118.22958,12,12
A53232746,10,33.96032,-118.33584,25,25_3
A53233937,2,34.14162,-118.21746,12,12
A53236386,6,34.11506,-118.32338,21,21_3
A53236770,2,34.11747,-118.32047,21,21_3
A53236933,2,34.012394,-117.973984,33,33
A53242003,8,34.2211,-118.54782,3,3
A53242049,5,33.9951,-118.45838,17,17_1
A53340558,2,34.11692,-118.17711,31,31
A53343042,2,33.99905,-118.39405,4,4
A53343436,7,34.00437,-118.33865,27,27
A53344025,6,34.04362,-118.74357,30,30
A53345251,5,34.01421,-118.42415,4,4
A53345572,2,33.99456,-118.47384,17,17_1
A53345685,3,33.95933,-118.42374,4,4
A53346570,2,34.00366,-118.43759,4,4
A53346637,4,33.99414,-118.47346,17,17_1
A53348278,6,33.99403,-118.1138,22,22
A53115315,6,34.05109,-118.38383,0,0_2
A53116386,2,34.105431,-118.446175,29,29_1
A53116543,1,34.05062,-118.46975,29,29_0
A53116828,9,34.08969,-118.3635,0,0_3
A53117126,6,34.07736587524414,-118.09162139892578,22,22
A53118464,1,34.21152,-118.38264,7,7
A53355768,8,34.08701,-118.15248,22,22
A53357102,8,34.04057,-118.55662,16,16
A53357218,10,34.09398,-118.06304,1,1
A53357288,6,33.82653,-118.18198,2,2
A53360941,8,34.25373,-118.58203,3,3
A53362201,2,34.0854,-118.27858,9,9_1
A53362522,6,34.17212,-118.51568,3,3
A53362523,5,34.17228,-118.51575,3,3
A53364081,4,34.1207,-118.21551,12,12
A53242162,6,34.00004,-117.98988,33,33
A53242605,6,34.19602,-118.51296,3,3
A53242611,6,34.05114,-118.38389,0,0_2
A53243654,2,33.982967376708984,-117.90126037597656,15,15
A53480112,2,34.07253,-118.18409,6,6
A53481807,2,33.97343,-118.36444,25,25_1
A53483545,4,34.08534,-118.35002,21,21_2
A53483748,10,34.0669,-118.88905,30,30
A53484515,4,33.99977,-118.09104,22,22
A53123638,5,34.06045,-118.4359,29,29_1
A53123793,2,34.09067,-118.35366,21,21_2
A53124351,2,34.05224,-118.26198,9,9_5
A53124369,2,34.0522391,-118.2619838,9,9_5
A53127410,2,34.10439,-118.37451,0,0_0
A53364203,4,34.15003,-118.45944,19,19
A53364736,5,34.04948,-118.25254,9,9_0
A53364932,6,34.06231,-118.29051,9,9_2
A53366191,6,33.7845,-118.15665,2,2
A53368300,10,33.97482,-118.30467,27,27
A53373851,6,33.83541,-118.38178,13,13
A53379133,5,34.01527,-118.39993,4,4
A53129681,6,34.167801,-118.246742,12,12
A53485388,10,33.9467,-118.22344,18,18
A53496653,4,34.06921,-118.25087,9,9_4
A53497784,4,34.0445,-118.2588,9,9_5
A53498222,3,34.02491,-118.38319,4,4
A53500252,1,34.16406,-118.33863,7,7
A53500965,2,33.86451,-118.36843,13,13
A53501745,10,33.96249,-118.04683,33,33
A53510390,3,34.17564,-118.28981,12,12
A53513705,4,34.01714,-118.40456,4,4
A53131160,7,34.10552062914556,-118.33990724090177,21,21_3
A53132719,8,34.18259,-118.63186,28,28
A53381798,3,33.80849,-118.21864,2,2
A53381996,6,33.97751,-118.46435,17,17_2
A53382260,6,34.04542741076726,-118.77741100929283,30,30
A53382875,2,33.80333,-118.35541,20,20
A53383118,2,34.09355,-118.2473,9,9_4
A53385562,6,34.09199,-118.27907,9,9_1
A53385996,2,33.96502,-118.29972,18,18
A53386208,10,34.16556,-118.62999,28,28
A53386665,4,34.06299,-118.40852,0,0_1
A53133274,8,33.98917,-118.34811,27,27
A53133285,5,34.0949,-118.13616,22,22
A53134385,6,33.736595,-118.283012,20,20
A53514864,12,34.31578,-118.3701,14,14
A53515888,6,34.02975,-118.18624,6,6
A53517359,8,34.69699,-118.14459,32,32
A53518048,3,33.7926,-118.16112,2,2
A53518194,4,34.10429,-118.3325,21,21_3
A53519811,12,34.23910539472699,-118.50073399111749,3,3
A53521603,7,33.94589,-118.31121,25,25_3
A53523152,2,34.140057,-118.340691,7,7
A53529990,6,34.1866,-118.56567,28,28
A53387743,2,34.02166,-118.40977,4,4
A53390229,2,33.98101,-118.41026,4,4
A53394547,6,33.98044,-117.96078,33,33
A53396699,4,34.04783,-118.44983,29,29_0
A53400002,9,34.1118223,-118.3262641,21,21_3
A53400579,6,34.01865,-118.39805,4,4
A53400798,3,34.04927062988281,-118.24933624267578,9,9_0
A53402166,11,34.057,-118.17574,6,6
A53137885,2,34.07905728452671,-118.03217142820358,1,1
A53138556,6,34.05067,-118.26526,9,9_5
A53139999,2,34.05224,-118.26198,9,9_5
A53596701,4,34.0869,-118.33704,21,21_2
A53596704,1,34.17034196459433,-118.58018953809834,28,28
A53596983,3,33.89244,-118.34184,25,25_0
A53402563,2,34.17647,-118.50992,3,3
A53403739,6,34.00806,-118.40879,4,4
A53405110,2,34.04678,-118.25007,9,9_0
A53415858,4,34.03742,-118.34193,27,27
A53418847,8,34.38542,-118.57905,23,23
A53421174,5,33.859566319287985,-118.29716703314789,18,18
A53431138,2,34.02015,-118.40541,4,4
A53431513,2,34.16798,-118.3632,7,7
A53432501,4,34.07113,-118.18223,6,6
A53530578,10,34.19147,-118.42951,19,19
A53534433,4,34.1111,-118.25985,12,12
A53543996,2,34.174713,-118.607697,28,28
A53547378,4,34.14002,-117.88915,24,24
A53547418,2,33.98478,-118.4614,17,17_2
A53548372,3,34.16694,-118.37106,7,7
A53554020,4,33.78185,-118.16548,2,2
A53557703,7,34.44022,-118.55181,23,23
A53558091,1,33.97857,-117.90009,15,15
A53597302,2,34.06525,-118.28071,9,9_3
A53602378,2,34.05681,-118.46478,29,29_0
A53609705,4,34.03763,-118.43111,29,29_1
A53610063,4,34.11653,-118.32068,21,21_3
A53610675,15,33.98309,-117.85693,15,15
A53610735,2,34.10057,-118.08295,22,22
A53612260,6,33.9922,-117.88339,15,15
A53558393,2,34.1559492898896,-118.1321319937706,31,31
A53558433,4,34.02869,-118.36655,27,27
A53559074,4,33.98047,-118.46825,17,17_2
A53559691,3,34.08612,-118.31463,21,21_1
A53559966,8,33.84062,-118.19118,2,2
A53560134,3,34.04787,-118.4665,29,29_0
A53560143,2,34.17702,-118.13962,31,31
A53560177,8,34.12630288419977,-118.40139213144684,19,19
A53560415,1,34.23039,-118.58005,28,28
A53432594,4,34.12666,-117.99687,1,1
A53435768,4,33.74469,-118.30124,20,20
A53436141,4,34.12031,-118.24397,12,12
A53437382,4,34.00257,-118.40193,4,4
A53437554,6,33.88636,-118.41136,13,13
A53443236,1,33.97165,-118.29818,27,27
A53443937,3,34.17704,-118.14835,31,31
A53447860,6,33.97893,-118.46062,17,17_2
A53448638,1,33.89188822345365,-118.32285544184188,25,25_0
A53612682,1,33.90098,-118.29969,18,18
A53612707,2,34.06353,-118.2937,9,9_2
A53613435,2,34.10568,-118.27588,9,9_1
A53617417,2,34.22102,-118.64671,28,28
A53621751,4,34.16111,-118.37609,7,7
A53621995,1,34.07546,-117.90433,24,24
A53449047,4,34.10626,-117.71721,11,11
A53449652,5,33.98336,-118.41312,4,4
A53450678,1,34.12601,-117.79031,11,11
A53452608,5,34.02087,-118.50592,17,17_0
A53453113,2,34.127,-117.99831,1,1
A53454903,4,34.01527,-118.40063,4,4
A53460570,2,34.0907,-118.29717,21,21_1
A53461508,5,34.11009,-118.20871,12,12
A53462477,6,34.02763,-118.32937,27,27
A53462540,2,34.08594,-118.34682,21,21_2
A53562552,3,33.75919,-118.13576,2,2
A53562697,3,33.90946,-118.08728,34,34
A53564416,2,34.1358,-118.26154,12,12
A53564668,6,33.95816,-118.33812,25,25_3
A53570833,3,33.99444,-117.9495,33,33
A53571575,6,34.16202,-118.34838,7,7
A53573968,2,34.10519,-118.27401,9,9_1
A53574381,6,34.0057,-118.44516,17,17_1
A53575415,2,34.10024642944336,-118.2796630859375,9,9_1
A53622717,10,33.97736,-118.36843,25,25_1
A53624433,10,34.19705,-118.63435,28,28
A53583470,2,33.94896,-118.01522,33,33
A53584996,6,33.97792312029815,-118.38121663630837,4,4
A53585516,4,34.10724,-118.03546,1,1
A53585593,4,34.16143,-118.25338,12,12
A53587402,3,34.04054,-118.25768,9,9_5
A53588465,6,34.11551,-117.91918,24,24
A53588467,2,34.11669,-117.91915,24,24
A53588958,2,33.93724,-118.34514,25,25_0
A53590794,5,34.6655,-118.21695,32,32
A53464888,3,34.17757,-118.3685,7,7
A53464938,4,34.10073,-118.2843,9,9_1
A53465052,3,33.9643,-118.39232,4,4
A53465870,4,34.00932,-118.47564,17,17_1
A53467203,14,34.14755,-118.45235,19,19
A53479649,6,34.09863,-118.35714,21,21_2
A53704927,5,34.17477,-118.37226,7,7
A53705440,4,33.99598,-118.41627,4,4
A53706002,2,34.20186,-118.61539,28,28
A53708987,4,33.92618,-118.36514,25,25_0
A53626356,12,33.9466348,-117.9896275,33,33
A53627124,4,34.08871,-118.34565,21,21_2
A53709509,4,34.21218,-118.34432,7,7
A53710561,2,34.12122,-118.29304,21,21_1
A53710684,3,34.0853,-118.18395,6,6
A53720215,1,34.04168,-118.28625,9,9_3
A53720381,2,34.16115,-118.58982,28,28
A53721247,4,34.06781,-118.23703,9,9_0
A53721432,4,34.11466065066691,-117.83223117622478,24,24
A53721536,3,33.95991,-118.09798,34,34
A53723542,4,34.15144,-118.23294,12,12
A53592768,4,34.13683,-118.34179,7,7
A53592993,5,34.14192,-118.10013,31,31
A53593814,2,34.07795,-118.08642,22,22
A53594479,1,34.14791,-118.44458,19,19
A53595143,6,34.10833,-118.43237,29,29_1
A53595272,4,33.95745,-118.08138,34,34
A53595892,8,34.08482,-118.42083,29,29_1
A53596666,2,34.02127,-118.30481,27,27
A53798418,6,34.12933,-117.90648,24,24
A53627614,2,34.05284,-118.32941,27,27
A53628117,2,34.05312,-118.32952,27,27
A53631825,2,34.13331,-118.14446,31,31
A53631896,2,33.99139,-118.47668,17,17_1
A53633645,8,34.67989,-118.19038,32,32
A53799108,6,34.13168,-117.90442,24,24
A53800707,7,33.93227,-118.29434,18,18
A53801284,2,34.43569,-118.4018,14,14
A53801368,5,33.98487,-118.46906,17,17_1
A53801836,6,34.04541809344056,-118.27724581581175,9,9_3
A53805863,2,34.03725,-118.49309,17,17_0
A53808923,5,33.90914193940107,-117.97953939681504,33,33
A53813033,6,34.08533,-118.35392,21,21_2
A53814042,8,34.07917,-118.36869,0,0_3
A53814763,3,34.08941,-118.29076,9,9_1
A53633927,4,33.99934,-118.46961,17,17_1
A53642881,2,34.0495,-118.46062,29,29_0
A53723764,4,34.00079,-118.30394,27,27
A53725216,4,34.16454,-118.2619,12,12
A53726139,2,34.05605,-118.26597,9,9_5
A53726279,2,34.05318,-118.32878,27,27
A53729085,6,34.42097,-118.56554,23,23
A53729400,2,33.90031,-118.33073,25,25_0
A53730797,2,33.90011,-118.3299,25,25_0
A53736539,4,34.04553,-118.25841,9,9_5
A53642892,6,34.03394,-118.4822,17,17_0
A53645080,8,34.02722,-118.10431,22,22
A53815329,2,34.04346,-118.38139,0,0_2
A53816684,7,33.97818,-118.34021,25,25_1
A53817290,4,34.17152884610642,-118.60179024542492,28,28
A53817767,2,33.92576,-118.33065,25,25_0
A53818067,1,34.16965,-118.40647,19,19
A53818638,2,34.76821,-118.27293,32,32
A53826623,8,33.92405,-118.23452,18,18
A53827734,6,33.7915,-118.16008,2,2
A53828016,6,34.65167,-118.21857,32,32
A53737146,11,34.20944,-118.32708,7,7
A53737549,7,34.05066,-118.38343,0,0_2
A53738317,7,34.08316919237869,-118.10501302842718,22,22
A53740255,4,33.98105,-118.45955,17,17_2
A53740685,2,34.05103,-118.32745,27,27
A53740886,1,33.7656,-118.18681,2,2
A53742062,7,34.1863,-118.39041,7,7
A53742068,3,33.98389,-118.4681,17,17_2
A53742549,8,34.15005,-118.25525,12,12
A53828742,4,34.08594,-118.25337,9,9_4
A53829413,2,34.05082,-118.32865,27,27
A53830150,2,33.98384,-118.46901,17,17_2
A53831931,6,33.996145032807846,-118.47055890731122,17,17_1
A53832704,5,34.10295,-118.37153,0,0_0
A53833510,2,33.86289,-118.13007,34,34
A53835131,4,34.0826,-118.37081,0,0_3
A53835372,8,34.2245,-118.5571,3,3
A53835781,4,34.14993,-118.12713,31,31
A53645097,12,34.10354,-118.48595,29,29_0
A53645343,7,33.8241,-118.37956,13,13
A53742588,9,33.99177,-118.34303,27,27
A53742821,1,34.08484,-118.08816,22,22
A53744305,16,34.0738489474796,-118.1549262116394,22,22
A53752536,1,33.90051,-118.33983,25,25_0
A53754417,12,34.44984,-118.5072,23,23
A53754857,4,33.79113,-118.19984,2,2
A53755609,4,34.0315,-118.48699,17,17_0
A53755624,3,34.06705,-118.2641,9,9_4
A53755751,12,34.16366,-118.47736,19,19
A53843547,2,34.16873,-118.37341,7,7
A53845129,2,34.00986,-118.35136,27,27
A53847424,13,33.9999,-118.46476,17,17_1
A53849314,10,34.09909551006285,-118.3691494166851,0,0_0
A53849545,6,34.0497,-118.18316,6,6
A53851622,1,33.97902,-118.33506,25,25_1
A53851698,3,34.17291,-118.44143,19,19
A53852316,13,33.98524,-117.92013,15,15
A53852504,3,33.76226,-118.18637,2,2
A53645743,4,34.12139271911157,-118.20634164151213,12,12
A53646927,2,34.10032,-118.08333,22,22
A53648147,2,34.03128,-118.40434,4,4
A53650029,2,34.12278,-118.29453,21,21_1
A53756566,5,34.05202653328498,-118.46221659797588,29,29_0
A53756863,2,34.04866,-118.35899,0,0_2
A53757158,3,34.06019,-118.44354,29,29_1
A53759738,2,33.889935,-118.063751,34,34
A53760310,3,34.150105,-118.40226,19,19
A53761746,5,33.889935,-118.063751,34,34
A53768424,10,34.02709,-118.38091,4,4
A53768523,2,34.10108,-118.34769,21,21_2
A53768780,4,34.02147,-118.50671,17,17_0
A53771086,4,34.03586742362686,-118.30041209594988,27,27
A53771192,2,34.05313,-118.32722,27,27
A53771486,2,34.05289,-118.32763,27,27
A53852619,1,34.15235,-118.36948,7,7
A53852693,10,34.136768,-118.190361,12,12
A53853245,1,34.15204,-118.3683,7,7
A53853727,6,34.05255,-118.38196,0,0_2
A53855742,4,34.1919,-118.53133,3,3
A53860738,6,34.16726,-118.44486,19,19
A53861361,7,34.09207,-118.09616,22,22
A53862968,2,34.05108,-118.32868,27,27
A53650192,3,34.03497,-118.46368,29,29_0
A53650927,2,33.77338,-118.18546,2,2
A53658361,3,34.1469,-118.43652,19,19
A53659764,3,34.00846,-118.49281,17,17_0
A53863017,5,34.13905,-118.59676,28,28
A53863147,2,34.05235,-118.32746,27,27
A53863344,6,34.14884,-118.59814,28,28
A53864594,4,34.05037,-118.3441,27,27
A53864799,8,34.037937,-118.624031,16,16
A53864842,2,34.16183,-118.32452,7,7
A53865489,4,34.17327,-118.34622,7,7
A53866131,2,34.08798,-118.34615,21,21_2
A53869049,1,34.14183,-118.39793,19,19
A53869153,4,33.7704,-118.17749,2,2
A53772080,2,34.081388753209986,-118.37129409574126,0,0_3
A53773598,2,33.98817,-118.40826,4,4
A53775139,4,34.1718,-118.39094,7,7
A53781703,1,34.21676119921345,-118.39387185256062,19,19
A53782419,5,33.889935,-118.063751,34,34
A53783644,8,33.94955,-118.32041,25,25_3
A53783762,6,33.98212,-118.46778,17,17_2
A53784149,2,34.05283,-118.32916,27,27
A53784254,2,34.05108,-118.32885,27,27
A53786095,1,34.0924,-118.30016,21,21_1
A53786326,1,34.09422,-118.30002,21,21_1
A53660639,2,34.15194,-118.36175,7,7
A53661613,2,34.093948,-118.019089,1,1
A53662855,2,34.15004,-118.35974,7,7
A53663357,1,33.96094,-118.42782,4,4
A53786498,1,34.09433,-118.30036,21,21_1
A53795484,4,34.16387,-118.36316,7,7
A53796726,5,33.77438,-118.1117,2,2
A53797294,3,34.19113,-118.29842,7,7
A53798245,2,34.09866,-118.22651,12,12
A53890821,16,34.09915,-118.38122,0,0_0
A53891249,16,34.12088,-118.34885,21,21_0
A53891269,16,34.09588,-118.41596,0,0_0
A53892969,5,33.77128,-118.17968,2,2
A53892978,10,34.134172486673656,-118.36581206453872,7,7
A53875093,6,34.41628,-118.43369,14,14
A53876496,2,34.13174,-118.64593,28,28
A53878118,2,34.0512,-118.32888,27,27
A53878959,2,34.18305587768555,-118.43125915527344,19,19
A53881673,6,33.98226,-118.4646,17,17_2
A53883234,4,33.73711,-118.28216,20,20
A53885570,6,33.77066,-118.18517,2,2
A53887126,6,34.26072,-118.48666,3,3
A53890139,10,34.12085,-117.9985,1,1
A53663778,2,33.96897,-118.18499,6,6
A53664366,3,34.11066,-118.15171,31,31
A53664855,2,34.04605,-118.09073,22,22
A53666409,4,34.0848,-118.02363,1,1
A53667847,6,33.97787,-118.28742,27,27
A53671127,2,34.09896,-118.37631,0,0_0
A53672852,4,34.10107,-118.31811,21,21_1
A53890514,4,34.06906,-118.28152,9,9_3
A53890631,4,33.94393,-118.36934,25,25_2
A53974042,10,34.192851958135975,-118.4278777865286,19,19
A53974268,3,34.00861,-118.42505,4,4
A53979109,5,34.20893,-118.5721,28,28
A53981687,4,34.25684,-118.6112,28,28
A53983065,2,34.17285,-118.40228,19,19
A53983158,8,33.766696636606,-118.18627214530213,2,2
A53990363,6,34.06176,-118.34168,21,21_2
A53991530,4,34.06213,-118.40187,0,0_1
A53992762,6,34.04669,-118.46206,29,29_0
A53893582,1,34.03808,-117.78586,11,11
A53894783,2,34.09616,-118.36368,0,0_0
A53895624,1,34.68074,-118.24259,32,32
A53902120,8,33.75072,-118.12531,2,2
A53903564,6,34.18053,-118.39192,7,7
A53905593,1,33.79352,-118.16627,2,2
A53905866,2,34.11376,-118.00655,1,1
A53905959,5,33.75998,-118.14581,2,2
A53906119,2,34.11223,-118.00831,1,1
A53906302,3,34.11337,-118.00621,1,1
A53908100,1,34.13585,-117.87618,24,24
A53672955,6,34.05341,-118.17607,6,6
A53674663,5,34.09438,-118.30126,21,21_1
A53997834,2,34.05518,-118.11276,22,22
A53998329,2,34.01937,-118.50352,17,17_0
A53998668,3,34.05555,-118.11126,22,22
A54002024,2,34.05578,-118.11304,22,22
A54002564,2,34.09024300933214,-118.28098298784552,9,9_1
A54002684,3,34.06533,-118.11733,22,22
A54004083,2,34.06397,-118.11739,22,22
A54004708,2,34.06604,-118.11916,22,22
A53675887,8,33.96552,-118.32082,25,25_3
A53686849,4,34.09573,-118.40804,0,0_0
A53687167,3,33.97952,-118.4658,17,17_2
A53908163,3,34.12579,-118.34338,21,21_0
A53908249,8,34.18268,-118.39425,19,19
A53910417,4,34.07829,-117.95286,24,24
A53910420,4,34.07848,-117.9511,24,24
A53914408,2,34.16867,-118.36041,7,7
A53914634,3,33.942190445422995,-118.28674167965106,18,18
A53918368,3,33.90765649309776,-118.32049383790532,25,25_0
A53918864,4,33.90438,-118.42074,13,13
A53920190,16,34.10664,-118.29931,21,21_1
A53687202,2,34.7006,-118.20789,32,32
A53688035,4,33.9651,-118.40932,4,4
A54007745,1,34.025684,-118.434669,29,29_0
A54008318,12,34.00848,-118.45515,17,17_1
A54015499,2,34.04766,-118.08982,22,22
A54018058,2,33.99827,-118.4762,17,17_1
A54019413,6,34.18925,-118.52208,3,3
A54022360,8,34.05499,-118.13296,22,22
A54022678,5,34.030666,-118.387909,4,4
A54023695,12,34.05305,-118.52104,29,29_0
A53689883,5,34.05956,-118.38116,0,0_1
A53690129,3,33.98494,-118.32331,27,27
A53691023,2,33.90498,-118.36858,25,25_0
A53692156,5,34.12878,-118.25078,12,12
A53696435,4,34.16204,-118.37788,7,7
A53698510,10,34.00559740128081,-118.3496352154044,27,27
A53699723,6,34.04884,-118.24753,9,9_0
A53702669,1,34.15355,-118.40063,19,19
A54023924,1,33.78098,-118.30433,20,20
A54024038,7,34.155,-118.36723,7,7
A54024467,5,33.97082,-118.35122,25,25_1
A54025206,1,33.88157,-118.14855,34,34
A54025253,2,34.05734,-118.11237,22,22
A54025945,6,34.15749,-118.44174,19,19
A54033157,10,34.264262,-118.5599638,3,3
A54035073,4,34.01682,-118.50102,17,17_0
